review_id,review,rating,date,bank,source,replyContent,repliedAt,thumbsUpCount,app_id
cca8213e-bd66-486c-bef9-966082148c89,the best app of mobile banking,5,2026-03-18,CBE,Google Play,,,0,com.combanketh.mobilebanking
0e927c17-7dbb-474f-9051-9f9ed133c954,ዝም ብሉ ይዞራል 😡😡😡,3,2026-03-18,CBE,Google Play,,,0,com.combanketh.mobilebanking
60e4f94a-ce7a-4847-ac8c-167d5d31c779,the bank You can always relay on!,5,2026-03-18,CBE,Google Play,,,0,com.combanketh.mobilebanking
60ac77c7-0bb8-4343-bbd1-c42903eedd6d,good,1,2026-03-18,CBE,Google Play,,,0,com.combanketh.mobilebanking
46c5493b-5fda-449e-94e8-4c4e075f0fff,ok,5,2026-03-18,CBE,Google Play,,,0,com.combanketh.mobilebanking
22a97642-646f-43eb-89a2-b6299148d19b,good,5,2026-03-18,CBE,Google Play,,,0,com.combanketh.mobilebanking
579c6c3c-c798-401a-a9d2-f2d879cb5cd9,"Why does this welcome notification appear every time the app is opened? It doesn’t add value in its current form, so please consider removing it. Alternatively, you could adjust it to appear only occasionally.",4,2026-03-17,CBE,Google Play,,,0,com.combanketh.mobilebanking
609a8624-b6e0-4dc3-a9ed-9a251c5ea131,10Q U,5,2026-03-17,CBE,Google Play,,,0,com.combanketh.mobilebanking
b0358f77-2bc6-47c9-ad06-b62de8987b08,very interesting,5,2026-03-17,CBE,Google Play,,,0,com.combanketh.mobilebanking
8ce5bc53-8178-4f0b-9582-a3cfc8097d54,"it cant accomidate more than 2 accounts,every time i subscribe for my 3r account it vanish.",3,2026-03-17,CBE,Google Play,,,0,com.combanketh.mobilebanking
5d96c81d-0994-4130-9222-33dc940ad960,it's so disgusting my phone is s9+ android of 8/9 and this application still doesn't work for my phone fix it sooner as possible !,1,2026-03-17,CBE,Google Play,,,0,com.combanketh.mobilebanking
081b9544-d83a-4bef-9d57-ad93d12783ba,This app is by far one of the useless apps. It keep on sating can't sync and unable to do transfers. please for God sake fix it,1,2026-03-17,CBE,Google Play,,,0,com.combanketh.mobilebanking
fc170078-238d-4654-a19b-5cd7a5b410df,ቆጆ ነው,5,2026-03-17,CBE,Google Play,,,0,com.combanketh.mobilebanking
2f7f98f2-a4b7-4995-a252-98e0568d277a,ልስን,4,2026-03-17,CBE,Google Play,,,0,com.combanketh.mobilebanking
8782d702-24d0-4558-8437-4457d1ef8c05,new app,5,2026-03-17,CBE,Google Play,,,0,com.combanketh.mobilebanking
3f191497-fcbe-44dc-91d6-5acaeb76eb16,Nice,5,2026-03-17,CBE,Google Play,,,0,com.combanketh.mobilebanking
2fd9e098-3be1-4750-9e9f-86e6098bcfbb,it can't showed transaction history perfectly,1,2026-03-16,CBE,Google Play,,,0,com.combanketh.mobilebanking
cc316e0b-2313-43b7-aed8-83b94576c10a,it have to be work on all smart phone ratherthan limitted by version,1,2026-03-16,CBE,Google Play,,,0,com.combanketh.mobilebanking
7696e952-9b4f-4574-982d-9c31ecd37d80,All right 👍,5,2026-03-16,CBE,Google Play,,,0,com.combanketh.mobilebanking
21d8273e-59d3-48c2-8090-9986015b9c88,you can transfer br,5,2026-03-16,CBE,Google Play,,,0,com.combanketh.mobilebanking
f67a9c4a-b8e7-45b3-8f4e-ead96979665e,well,5,2026-03-16,CBE,Google Play,,,0,com.combanketh.mobilebanking
f6dff13d-37e6-4d67-9d7e-40f0338e2a10,not properly work,2,2026-03-16,CBE,Google Play,,,0,com.combanketh.mobilebanking
517d98b9-1b4b-4318-ac80-6d51dad96f75,nice app,5,2026-03-16,CBE,Google Play,,,0,com.combanketh.mobilebanking
c83ece70-b75a-4917-99d7-29adfe39cad1,proud of CBE. CBE is my everyday day choice and confidence.,5,2026-03-15,CBE,Google Play,,,0,com.combanketh.mobilebanking
4148933e-6219-4d28-a7b7-be4baa2db624,It would be great if you could add tele birr agent to the transfer to wallet.,2,2026-03-15,CBE,Google Play,,,0,com.combanketh.mobilebanking
f7877bdc-d76e-47d5-bd71-b7c3d234aec7,love,5,2026-03-15,CBE,Google Play,,,0,com.combanketh.mobilebanking
4a26283f-47bf-4bfd-b13e-1191e39c535b,"To the CBE: I opened my account 8 years ago while working as a government employee in Harerghe. Now I live in Addis Ababa, yet my account has been frozen without any explanation. I contacted nearby branches and even the head office, and all I was told is that I must go to the branch where I originally opened my account-over 400 km away. How is this fair/legal? Expecting a customer to travel over 400km just to reactivate an account is unreasonable and shows a total disregard for customer rights.",3,2026-03-14,CBE,Google Play,,,0,com.combanketh.mobilebanking
661dcbe3-659c-4711-8990-151939c6be50,"it's good, but sometime the app can not be fast and it will need upgraeds.....?",4,2026-03-14,CBE,Google Play,,,0,com.combanketh.mobilebanking
c3263386-d601-4c7d-a48b-0a98797f3391,I gone to cbe branch more times as I updated or re installed it because it asks verfication no. after reinstallation or updation tis costy for you,4,2026-03-14,CBE,Google Play,,,0,com.combanketh.mobilebanking
b1c86df8-47e8-4ca1-8ded-22a86b91700a,wonderful Pp,5,2026-03-14,CBE,Google Play,,,0,com.combanketh.mobilebanking
165e1272-0d78-484e-8341-676712aad682,ok,5,2026-03-14,CBE,Google Play,,,0,com.combanketh.mobilebanking
d396099c-8a93-4f03-9bba-72eff15d6003,l want Mobile banks code,5,2026-03-13,CBE,Google Play,,,0,com.combanketh.mobilebanking
19f75eae-6c35-44e0-a821-906d58f91505,My application are not working,5,2026-03-13,CBE,Google Play,,,0,com.combanketh.mobilebanking
54d37bc7-3629-4064-9fb9-52b6e2263712,its good customer support,4,2026-03-13,CBE,Google Play,,,0,com.combanketh.mobilebanking
220bb53e-c079-407d-ae42-91b26faded80,We need bank statement all over the year history of transaction if possible well come.,4,2026-03-13,CBE,Google Play,,,0,com.combanketh.mobilebanking
4340b8b0-25a4-449d-bda0-186af48cb736,Can't active now,3,2026-03-13,CBE,Google Play,,,0,com.combanketh.mobilebanking
f860f183-d8b2-429f-b1ec-18dea037e5ae,this app is really make me excited 😊,5,2026-03-13,CBE,Google Play,,,0,com.combanketh.mobilebanking
bc2c7add-1588-4fba-8073-e72dbc088859,ok,5,2026-03-13,CBE,Google Play,,,0,com.combanketh.mobilebanking
253e0a9b-e4e6-4490-946d-e3e7d79220b5,Easy to use and best way for online transactions in Ethiopia.,4,2026-03-12,CBE,Google Play,,,2,com.combanketh.mobilebanking
967952bc-7ee7-4827-8f73-7364c59b1ad9,good,5,2026-03-12,CBE,Google Play,,,0,com.combanketh.mobilebanking
ae4bc455-8a8d-4553-8350-3176b886f791,ቸርነት ገበየሁ,5,2026-03-12,CBE,Google Play,,,0,com.combanketh.mobilebanking
d3bf6272-b74b-45f3-9261-f5d331c5eae2,"False advertising regarding Virtual Mastercard/Visa 😓😢😓 The latest update claims to support Mastercard and Visa cards, but this is completely false. The features are either missing or do not work at all. It is shameful for a leading bank to mislead its customers with ""new features"" that aren't actually available. Fix the bugs or stop making false promises.",1,2026-03-12,CBE,Google Play,,,0,com.combanketh.mobilebanking
17562f10-588a-4363-9a2c-527b60a47aa5,good,5,2026-03-12,CBE,Google Play,,,0,com.combanketh.mobilebanking
d540a1ee-a4e1-453c-a4e9-0583ae6376da,thanks for my custom,5,2026-03-12,CBE,Google Play,,,0,com.combanketh.mobilebanking
03d3a52d-d0c3-42ee-b80a-411a058eaa0c,is good always not work not access.,2,2026-03-11,CBE,Google Play,,,0,com.combanketh.mobilebanking
5a29f4f0-5e87-4ef2-8000-c5d991f477e3,perfect 👌,5,2026-03-11,CBE,Google Play,,,0,com.combanketh.mobilebanking
f94ae1d1-0e5a-4836-9974-b29c66bfe798,Baankiin Daldala Itoophiyaa nuuf qabeenya guddaa tahuu hin dagatinaa Mata duree ykn Handhuura baankii hundaati,5,2026-03-11,CBE,Google Play,,,0,com.combanketh.mobilebanking
d66d8a61-7a92-4eba-9581-9a2a91c950a2,The worst Application,1,2026-03-10,CBE,Google Play,,,0,com.combanketh.mobilebanking
4b839610-25c4-427b-8a2b-66925d497e3e,keepup the good work thanks,5,2026-03-10,CBE,Google Play,,,0,com.combanketh.mobilebanking
53d58ade-24f6-4894-a788-4ac2036594a3,it good,5,2026-03-10,CBE,Google Play,,,0,com.combanketh.mobilebanking
8195a0a9-d25d-4974-909e-3c99a3968899,loved,5,2026-03-10,CBE,Google Play,,,0,com.combanketh.mobilebanking
cff12d26-6d7d-49ef-be12-83d9dff325ce,❤,5,2026-03-10,CBE,Google Play,,,0,com.combanketh.mobilebanking
9cee5834-00d7-4215-a5a3-15a4822b0502,dashing Bank,5,2026-03-10,CBE,Google Play,,,0,com.combanketh.mobilebanking
87815dd4-0bf8-4956-b2a5-6776ffae9785,good,5,2026-03-09,CBE,Google Play,,,0,com.combanketh.mobilebanking
32933f5d-410e-4750-91d9-0f1fa106fc37,exellent app!!!!!,5,2026-03-09,CBE,Google Play,,,0,com.combanketh.mobilebanking
1934266d-d352-4231-b910-d8449631c31a,it's good,3,2026-03-09,CBE,Google Play,,,0,com.combanketh.mobilebanking
c6885e9d-715b-4b84-bf1c-ad701607bcb7,easy to use,5,2026-03-09,CBE,Google Play,,,0,com.combanketh.mobilebanking
5eaa3d58-f4b6-47ba-a046-8a21b8106f39,good,5,2026-03-09,CBE,Google Play,,,1,com.combanketh.mobilebanking
631a6a75-2a40-4963-b622-d357cc000e2b,Very Good service,5,2026-03-09,CBE,Google Play,,,1,com.combanketh.mobilebanking
d532a2f5-172b-43bf-a092-8bf4b5bf5a96,The most dictator app in the banking industry. you beg for your own amount.,1,2026-03-09,CBE,Google Play,,,0,com.combanketh.mobilebanking
ef1bf0f5-48d9-4350-ac00-d6a869215e10,Very good,5,2026-03-08,CBE,Google Play,,,0,com.combanketh.mobilebanking
e005191d-4f71-4d4b-92f8-bedfe518b39a,ጥሩ ነው,5,2026-03-08,CBE,Google Play,,,0,com.combanketh.mobilebanking
661c07dd-cdb7-4fc4-9297-8866e44a88fa,ቀርፋፋ ነዉ,2,2026-03-08,CBE,Google Play,,,1,com.combanketh.mobilebanking
933be3e4-0277-43b0-b2a6-42a8d4fd0e40,their is no option to write the code and it is not functioning and i can't find the setting,1,2026-03-07,CBE,Google Play,,,0,com.combanketh.mobilebanking
72504a75-77cb-4e25-bc41-f5cff3cbe434,I like it,4,2026-03-07,CBE,Google Play,,,0,com.combanketh.mobilebanking
506a2f7d-7c4a-44d0-9199-4dfbfcb7d75a,slowing on connection.,3,2026-03-07,CBE,Google Play,,,0,com.combanketh.mobilebanking
35a3c266-b58e-4e04-a10a-248047bef50e,please release an app which can work for all android versions.,1,2026-03-07,CBE,Google Play,,,1,com.combanketh.mobilebanking
8a707545-3f2f-440d-89e5-2c1a25415db0,"The previous application is good, but currently, after updating the application, everything is not working properly.",1,2026-03-07,CBE,Google Play,,,1,com.combanketh.mobilebanking
70c8eaa1-4c93-4bc4-b313-4bb3751cddce,first bank itoophiyaa nigd bank,5,2026-03-06,CBE,Google Play,,,0,com.combanketh.mobilebanking
2f66c188-05de-4639-9ecd-c382d5d8c474,Good,5,2026-03-06,CBE,Google Play,,,0,com.combanketh.mobilebanking
61cb808d-3b92-42e5-9c51-e3816df824ea,heddu gaalatoma,5,2026-03-06,CBE,Google Play,,,0,com.combanketh.mobilebanking
e1b078ee-9cac-4cea-abb1-78b872f63abd,"Did you know that if you open and hide your balance amount, it's font size will grow untill you can make it grow anymore because the Eye thingy will disappear (😭😭🫠)",4,2026-03-06,CBE,Google Play,,,0,com.combanketh.mobilebanking
64fed105-2213-4ce7-8117-ae6339a1ec93,this is best app,4,2026-03-06,CBE,Google Play,,,0,com.combanketh.mobilebanking
24edd5be-9ae0-4aa7-9082-d2a6b117fb89,"sometimes it shows ""the app is not configured to the latest"" message. Version 5.2 4",3,2026-03-06,CBE,Google Play,,,4,com.combanketh.mobilebanking
6558fb91-8665-410b-8b6d-4dfee1beea9a,"Due to app version is to long ,this app is more lost money for new phone,im sory the new CBE app developper!",1,2026-03-06,CBE,Google Play,,,1,com.combanketh.mobilebanking
968b61f3-9f6c-4e7f-bf4b-317121b29ab5,I am using most of my financial things smoothly.,5,2026-03-05,CBE,Google Play,,,0,com.combanketh.mobilebanking
5b3da6d9-1bd0-4dba-a34e-5e4ada010977,good,4,2026-03-05,CBE,Google Play,,,0,com.combanketh.mobilebanking
b17b0bf9-216c-41c7-9691-11386bdddc82,Nice,5,2026-03-05,CBE,Google Play,,,0,com.combanketh.mobilebanking
417625fc-a61a-4628-86d9-1f87a1e961ad,ወደ ቴሌ ለማስተላለፍ ዕምብ አለ,5,2026-03-05,CBE,Google Play,,,0,com.combanketh.mobilebanking
3aac9f26-97ab-4d7d-b540-f1905936f630,nic,5,2026-03-05,CBE,Google Play,,,0,com.combanketh.mobilebanking
a4024628-1197-4aad-b9c8-9441627209c7,good,5,2026-03-05,CBE,Google Play,,,0,com.combanketh.mobilebanking
18c6ab9a-39a1-44d2-95b0-cdc602e2da5f,Excellent app,5,2026-03-05,CBE,Google Play,,,0,com.combanketh.mobilebanking
5891ec0a-db7a-45bc-9f41-38b7073c401d,ok,5,2026-03-05,CBE,Google Play,,,0,com.combanketh.mobilebanking
354ac598-f933-4de0-8c69-b9a408b72eeb,I like this apk and also I can accessed it wel!,5,2026-03-05,CBE,Google Play,,,0,com.combanketh.mobilebanking
035a4351-25ec-4ab9-a396-a069d673ac1c,This app is not working on samsung j6 devices this is not fair we can't afford to buy new devices so u have to make work on this devices to?,1,2026-03-04,CBE,Google Play,,,4,com.combanketh.mobilebanking
a421682e-c42b-49be-b7cf-b4ce626dbfd0,best,5,2026-03-04,CBE,Google Play,,,0,com.combanketh.mobilebanking
dabed99c-87c9-49bc-bf32-c0d7fb205ee0,it's very good apps I like it,5,2026-03-04,CBE,Google Play,,,0,com.combanketh.mobilebanking
6e90d496-9fe8-469a-bd7c-431615321a0b,Good work,5,2026-03-04,CBE,Google Play,,,0,com.combanketh.mobilebanking
cd638255-2fb3-4772-98f9-b90d8732dc05,"Good app, Thanks",5,2026-03-04,CBE,Google Play,,,0,com.combanketh.mobilebanking
5338162f-86ba-47c8-ba55-8d8d57b169f8,my choice,5,2026-03-04,CBE,Google Play,,,0,com.combanketh.mobilebanking
446d14c5-2a58-49df-8035-dae42208656b,strong 💪,5,2026-03-03,CBE,Google Play,,,0,com.combanketh.mobilebanking
91c651cf-14a7-4105-b375-a8187c7aa118,Good,5,2026-03-03,CBE,Google Play,,,0,com.combanketh.mobilebanking
27b5e7f8-5e56-425e-921b-8a6ea00fcf9d,Excellent,5,2026-03-03,CBE,Google Play,,,0,com.combanketh.mobilebanking
08bff884-5d89-4d4d-9cd5-b2bf78dc8f58,Your app is not working for android version 8. pls make it available!!,2,2026-03-03,CBE,Google Play,,,3,com.combanketh.mobilebanking
147bd910-f362-43a7-996e-eb2376990dfa,I couldn't pay/transfer to my loan account. Would you mind updating your system?,3,2026-03-03,CBE,Google Play,,,7,com.combanketh.mobilebanking
d2faecf4-b1ac-461d-adf4-e667728c0dcc,it is good important applications gofowards cbe,5,2026-03-03,CBE,Google Play,,,0,com.combanketh.mobilebanking
7ce57cef-5b54-44f6-ab25-8f4c0b8af848,sestem esy,1,2026-03-03,CBE,Google Play,,,0,com.combanketh.mobilebanking
8ebf0798-a3bb-4833-862e-ca666c55e44d,account not raning,5,2026-03-03,CBE,Google Play,,,0,com.combanketh.mobilebanking
9ce47c0e-6e5d-4f8d-ac3e-651ca01ba730,bergit koranibachihu fetan agelgilot eyagegnen new.....💪,5,2026-03-03,CBE,Google Play,,,0,com.combanketh.mobilebanking
583c209c-b738-488b-9fe0-076e2f110101,bad,1,2026-03-02,CBE,Google Play,,,0,com.combanketh.mobilebanking
73111279-2f53-44a9-9a4c-711693a741cf,አጸልኬሺን,1,2026-03-02,CBE,Google Play,,,0,com.combanketh.mobilebanking
8685e7b6-534e-4e6f-8429-f97e53a5a5f3,nic,5,2026-03-02,CBE,Google Play,,,0,com.combanketh.mobilebanking
70b3c701-7165-4e10-87f2-3279e7d1073f,"WOW, The bank I trust most",5,2026-03-02,CBE,Google Play,,,0,com.combanketh.mobilebanking
d48ae881-1b53-4ca0-ae7e-f2ad05036099,"I’m really glad you find the app useful, secure, and reliable.",5,2026-03-02,CBE,Google Play,,,2,com.combanketh.mobilebanking
bd05fabf-c681-40a8-b297-e27ece0315aa,wonderful,5,2026-03-02,CBE,Google Play,,,0,com.combanketh.mobilebanking
6425625d-ea42-4b89-8c89-5e930b4d41a7,good,5,2026-03-02,CBE,Google Play,,,0,com.combanketh.mobilebanking
8bdda472-690d-4555-ae95-29bf53f06ab0,good application thanks very much,5,2026-03-02,CBE,Google Play,,,0,com.combanketh.mobilebanking
750f9413-bfdf-4902-bbd0-0a5248a5d031,very good,5,2026-03-02,CBE,Google Play,,,0,com.combanketh.mobilebanking
4d23246a-2781-4dce-84fe-5ea53e104718,unbile to connect eyale aschegeren,1,2026-03-01,CBE,Google Play,,,0,com.combanketh.mobilebanking
e4f949d7-036a-4135-876f-ac2ba8b31376,it doesn't work,1,2026-03-01,CBE,Google Play,,,0,com.combanketh.mobilebanking
e632f2bd-6d85-48e7-8d58-39ea4c2c752c,CBE app is great app,1,2026-03-01,CBE,Google Play,,,0,com.combanketh.mobilebanking
68f17577-2272-4eca-95d4-67cf36a0c0a8,great,5,2026-03-01,CBE,Google Play,,,0,com.combanketh.mobilebanking
9ae685eb-7c34-41dc-9e55-8b423e1ef14c,amazing and easy to use i buy it 💪💪💪,5,2026-03-01,CBE,Google Play,,,0,com.combanketh.mobilebanking
7cc14a71-ea8f-45c6-b37a-7c674a8f086e,very Good service,5,2026-03-01,CBE,Google Play,,,0,com.combanketh.mobilebanking
cfac8477-ef2c-4a3e-bfa6-ec3251c8ca14,302026 NDE,3,2026-03-01,CBE,Google Play,,,0,com.combanketh.mobilebanking
9a37b2dc-7a91-4913-b178-79a3ce3a37cb,As,5,2026-02-28,CBE,Google Play,,,0,com.combanketh.mobilebanking
5bae1b8b-c4eb-4763-aae9-54e07ce87be7,except some drawbacks it is an excellent app. e.g. it doesn't make a reciept for personal expenditures.,4,2026-02-28,CBE,Google Play,,,1,com.combanketh.mobilebanking
4fa9e16b-13e9-46cf-8a9c-6cbf8e7d028e,it is the worst app ever ...you can even generate a transaction statement,1,2026-02-28,CBE,Google Play,,,0,com.combanketh.mobilebanking
7b1d7963-acfc-4119-91e8-0b995195f02c,very good,5,2026-02-28,CBE,Google Play,,,0,com.combanketh.mobilebanking
ae545412-271a-4763-8925-5a6aa169e225,arifa nw gin dark mode chemrubeta,4,2026-02-28,CBE,Google Play,,,0,com.combanketh.mobilebanking
0085877a-a239-42b3-8cb7-632605bd1982,one of the fastest mobile banking app.,5,2026-02-27,CBE,Google Play,,,0,com.combanketh.mobilebanking
14d83642-cb8f-4486-8730-a1ba63038423,Wow great apps thanks for your service👏,5,2026-02-27,CBE,Google Play,,,0,com.combanketh.mobilebanking
903fddc0-7ae1-423f-b68e-aa3a42e694a6,fastest app,5,2026-02-27,CBE,Google Play,,,0,com.combanketh.mobilebanking
a47676b1-8ea7-4d8f-9877-3d9796fae7a1,ver 👍good,5,2026-02-27,CBE,Google Play,,,0,com.combanketh.mobilebanking
7b49198a-739a-441e-a00d-b52ca66ac64d,nice,5,2026-02-27,CBE,Google Play,,,0,com.combanketh.mobilebanking
f66d792b-191a-4eab-be02-9ad474cb0c23,Impose for me as work by less network,2,2026-02-26,CBE,Google Play,,,1,com.combanketh.mobilebanking
0e108f89-0a9a-42c8-8e2b-690f5c0082e8,gooda,5,2026-02-26,CBE,Google Play,,,0,com.combanketh.mobilebanking
f150218a-c5da-4af4-8b9f-7ca24ced6996,"The app is great, but I don't like the confirmation text showing my balance.",5,2026-02-26,CBE,Google Play,,,3,com.combanketh.mobilebanking
07effce7-fddb-4d7f-9d5a-b91eb6604650,after the the recent update the app not responding.,1,2026-02-26,CBE,Google Play,,,1,com.combanketh.mobilebanking
001d3e34-6fd7-414b-9102-b3e880d9321a,"It is excellent app which perform very well. it is easier, secure and fast.",5,2026-02-25,CBE,Google Play,,,2,com.combanketh.mobilebanking
82f06d37-df5b-4e43-b704-aaf6fc9ed307,not working without data,4,2026-02-25,CBE,Google Play,,,0,com.combanketh.mobilebanking
431e90d5-e5d0-45a0-b2f7-0c90d908293f,The best application I have seen ever,5,2026-02-25,CBE,Google Play,,,0,com.combanketh.mobilebanking
24a0b8ed-a1ae-4797-baf7-5140b19e82c8,good expiriance love it,5,2026-02-25,CBE,Google Play,,,0,com.combanketh.mobilebanking
e272712e-ca1e-4368-b21c-2f0a0c8c3327,very good application i like it,5,2026-02-25,CBE,Google Play,,,0,com.combanketh.mobilebanking
24e2ecce-2329-4a7b-91ad-a5e05f5a63e2,best,5,2026-02-25,CBE,Google Play,,,0,com.combanketh.mobilebanking
d7ae39da-7273-483b-b404-8c2e612e02c7,it's just funny,1,2026-02-25,CBE,Google Play,,,1,com.combanketh.mobilebanking
88c6a7b6-c72c-4914-9359-a64b81145148,keep going on !,3,2026-02-25,CBE,Google Play,,,0,com.combanketh.mobilebanking
1c547972-67eb-4aed-b1ae-ef8ceb65efad,"The last update has some serious issues. I can't even check my account balance, or see recent transactions, let alone make new transactions.",1,2026-02-24,CBE,Google Play,,,6,com.combanketh.mobilebanking
61f8cb54-d6e0-4254-85d7-b6dc459814cf,abdiisss fayiisaa,5,2026-02-24,CBE,Google Play,,,0,com.combanketh.mobilebanking
81ec6e7e-331e-4e90-8f05-8cb7063ca5d8,woe nice ... To be continue,4,2026-02-24,CBE,Google Play,,,0,com.combanketh.mobilebanking
62201512-661f-4171-8208-5367b54d1741,በጣም የተመሰገነ አኘ,5,2026-02-24,CBE,Google Play,,,0,com.combanketh.mobilebanking
3631d2a5-91d5-43ec-82cb-df6a0b592a8f,ok,5,2026-02-24,CBE,Google Play,,,0,com.combanketh.mobilebanking
d39e1f3b-7b12-4686-98b7-fe0c02a6254a,I like is app,5,2026-02-23,CBE,Google Play,,,0,com.combanketh.mobilebanking
cf62c33d-8b06-4ac5-816a-9861c1e825a6,good,5,2026-02-23,CBE,Google Play,,,0,com.combanketh.mobilebanking
2153c14f-37ee-4a9f-8093-52e0f9042f09,ምርጥ,5,2026-02-23,CBE,Google Play,,,0,com.combanketh.mobilebanking
e855bb26-3afc-47e5-9e73-6c04dae621ec,good app for money services,5,2026-02-23,CBE,Google Play,,,4,com.combanketh.mobilebanking
3712a990-2917-49eb-a794-5573703e2fba,ቅልጥፍጥፍ ያለ አሰራር በመሆኑ በዚሁ ቀጥሉ,5,2026-02-22,CBE,Google Play,,,0,com.combanketh.mobilebanking
e044bb77-4f61-4fe0-b3b0-4da5cd9125e6,it is best for me,5,2026-02-22,CBE,Google Play,,,0,com.combanketh.mobilebanking
f4fcc859-e9cd-4c7d-b86b-2c080fda6b79,"As you know most of your subscribers use lowest android version,so in the case of updated 2026 app, you lost your digital customers.Even Ethiotelecom tries button Mobiles as use some android applications to satisfy his customers.",1,2026-02-22,CBE,Google Play,,,2,com.combanketh.mobilebanking
3354c5a5-94c1-4031-b383-f608d934087e,it is the worst one ever seen in my life because unless you have updated it can not work completely and if you update it you must go to the nearest bank always for that i give it one star,1,2026-02-22,CBE,Google Play,,,4,com.combanketh.mobilebanking
9c73e5e6-acf7-4811-8c1f-05ed0096fe72,good,4,2026-02-22,CBE,Google Play,,,0,com.combanketh.mobilebanking
fb7d06f5-0919-42be-904f-38f0804b0c3d,good App 👍 thank you,5,2026-02-22,CBE,Google Play,,,0,com.combanketh.mobilebanking
1834dea9-f8b9-4cfe-ade8-80284613f3b0,I had been using mobile banking since many years but my pin blocked and went to the opening bank which is Aware branch they made it good and I confirmed the new pin when I reached home and try to access with no reason it blocked it so I went again and they give another one and we agreed and I confirmed the new one but the same thing happened again to your knowledge since I have fallen down and broke my ball from the the Ball and socket and having surgery I walk with the help cane. so please help,5,2026-02-21,CBE,Google Play,,,5,com.combanketh.mobilebanking
f1061c5b-e16d-4829-95f9-15406ecd0536,very good,5,2026-02-21,CBE,Google Play,,,0,com.combanketh.mobilebanking
2da1c4b9-67a9-4f57-a0a5-e570e64decdc,"fast, sharp and perfect",5,2026-02-21,CBE,Google Play,,,0,com.combanketh.mobilebanking
f22f1c9a-fc63-4291-bf96-4b401c1af487,Good,1,2026-02-21,CBE,Google Play,,,0,com.combanketh.mobilebanking
