review_id,review,sentiment_label,sentiment_score,identified_theme,all_themes,rating,date,bank,source,clean_text
8ce5bc53-8178-4f0b-9582-a3cfc8097d54,"it cant accomidate more than 2 accounts,every time i subscribe for my 3r account it vanish.",Negative,0.9994,Other,Other,3,2026-03-17,CBE,Google Play,cant accomidate account every time subscribe account vanish
5d96c81d-0994-4130-9222-33dc940ad960,it's so disgusting my phone is s9+ android of 8/9 and this application still doesn't work for my phone fix it sooner as possible !,Negative,0.9996,Other,Other,1,2026-03-17,CBE,Google Play,disgusting phone android application still work phone fix sooner possible
081b9544-d83a-4bef-9d57-ad93d12783ba,This app is by far one of the useless apps. It keep on sating can't sync and unable to do transfers. please for God sake fix it,Negative,0.9998,Transaction performance,Transaction performance,1,2026-03-17,CBE,Google Play,app far one useless apps keep sating sync unable transfer please god sake fix
fc170078-238d-4654-a19b-5cd7a5b410df,ቆጆ ነው,Negative,0.7851,Other,Other,5,2026-03-17,CBE,Google Play,
2f7f98f2-a4b7-4995-a252-98e0568d277a,ልስን,Negative,0.6971,Other,Other,4,2026-03-17,CBE,Google Play,ልስን
8782d702-24d0-4558-8437-4457d1ef8c05,new app,Positive,0.9902,Other,Other,5,2026-03-17,CBE,Google Play,new app
3f191497-fcbe-44dc-91d6-5acaeb76eb16,Nice,Positive,0.9999,Other,Other,5,2026-03-17,CBE,Google Play,nice
2fd9e098-3be1-4750-9e9f-86e6098bcfbb,it can't showed transaction history perfectly,Negative,0.9996,Transaction performance,Transaction performance,1,2026-03-16,CBE,Google Play,showed transaction history perfectly
cc316e0b-2313-43b7-aed8-83b94576c10a,it have to be work on all smart phone ratherthan limitted by version,Negative,0.984,Other,Other,1,2026-03-16,CBE,Google Play,work smart phone ratherthan limitted version
7696e952-9b4f-4574-982d-9c31ecd37d80,All right 👍,Positive,0.9998,Other,Other,5,2026-03-16,CBE,Google Play,right
21d8273e-59d3-48c2-8090-9986015b9c88,you can transfer br,Positive,0.9934,Transaction performance,Transaction performance,5,2026-03-16,CBE,Google Play,transfer
f67a9c4a-b8e7-45b3-8f4e-ead96979665e,well,Positive,0.9996,Other,Other,5,2026-03-16,CBE,Google Play,well
f6dff13d-37e6-4d67-9d7e-40f0338e2a10,not properly work,Negative,0.9998,Other,Other,2,2026-03-16,CBE,Google Play,properly work
517d98b9-1b4b-4318-ac80-6d51dad96f75,nice app,Positive,0.9998,Other,Other,5,2026-03-16,CBE,Google Play,nice app
c83ece70-b75a-4917-99d7-29adfe39cad1,proud of CBE. CBE is my everyday day choice and confidence.,Positive,0.9999,Other,Other,5,2026-03-15,CBE,Google Play,proud cbe cbe everyday day choice confidence
4148933e-6219-4d28-a7b7-be4baa2db624,It would be great if you could add tele birr agent to the transfer to wallet.,Negative,0.9961,Transaction performance,Transaction performance|Customer support,2,2026-03-15,CBE,Google Play,would great could add tele birr agent transfer wallet
f7877bdc-d76e-47d5-bd71-b7c3d234aec7,love,Positive,0.9999,Other,Other,5,2026-03-15,CBE,Google Play,love
4a26283f-47bf-4bfd-b13e-1191e39c535b,"To the CBE: I opened my account 8 years ago while working as a government employee in Harerghe. Now I live in Addis Ababa, yet my account has been frozen without any explanation. I contacted nearby branches and even the head office, and all I was told is that I must go to the branch where I originally opened my account-over 400 km away. How is this fair/legal? Expecting a customer to travel over 400km just to reactivate an account is unreasonable and shows a total disregard for customer rights.",Negative,0.9996,Other,Other,3,2026-03-14,CBE,Google Play,cbe opened account year ago working government employee harerghe live addis ababa yet account frozen without explanation contacted nearby branch even head office told must branch originally opened account away fair legal expecting customer travel reactivate account unreasonable show total disregard customer right
661dcbe3-659c-4711-8990-151939c6be50,"it's good, but sometime the app can not be fast and it will need upgraeds.....?",Negative,0.9965,Other,Other,4,2026-03-14,CBE,Google Play,good sometime app fast need upgraeds
c3263386-d601-4c7d-a48b-0a98797f3391,I gone to cbe branch more times as I updated or re installed it because it asks verfication no. after reinstallation or updation tis costy for you,Negative,0.9988,UI & experience,UI & experience,4,2026-03-14,CBE,Google Play,gone cbe branch time updated installed asks verfication reinstallation updation ti costy
b1c86df8-47e8-4ca1-8ded-22a86b91700a,wonderful Pp,Positive,0.9999,Other,Other,5,2026-03-14,CBE,Google Play,wonderful
165e1272-0d78-484e-8341-676712aad682,ok,Positive,0.9998,Other,Other,5,2026-03-14,CBE,Google Play,
d396099c-8a93-4f03-9bba-72eff15d6003,l want Mobile banks code,Negative,0.981,Other,Other,5,2026-03-13,CBE,Google Play,want mobile bank code
19f75eae-6c35-44e0-a821-906d58f91505,My application are not working,Negative,0.9998,Other,Other,5,2026-03-13,CBE,Google Play,application working
54d37bc7-3629-4064-9fb9-52b6e2263712,its good customer support,Positive,0.9999,Customer support,Customer support,4,2026-03-13,CBE,Google Play,good customer support
220bb53e-c079-407d-ae42-91b26faded80,We need bank statement all over the year history of transaction if possible well come.,Negative,0.9913,Transaction performance,Transaction performance,4,2026-03-13,CBE,Google Play,need bank statement year history transaction possible well come
4340b8b0-25a4-449d-bda0-186af48cb736,Can't active now,Negative,0.9991,Other,Other,3,2026-03-13,CBE,Google Play,active
f860f183-d8b2-429f-b1ec-18dea037e5ae,this app is really make me excited 😊,Positive,0.9995,Other,Other,5,2026-03-13,CBE,Google Play,app really make excited
bc2c7add-1588-4fba-8073-e72dbc088859,ok,Positive,0.9998,Other,Other,5,2026-03-13,CBE,Google Play,
253e0a9b-e4e6-4490-946d-e3e7d79220b5,Easy to use and best way for online transactions in Ethiopia.,Positive,0.9341,Transaction performance,Transaction performance|UI & experience,4,2026-03-12,CBE,Google Play,easy use best way online transaction ethiopia
967952bc-7ee7-4827-8f73-7364c59b1ad9,good,Positive,0.9998,Other,Other,5,2026-03-12,CBE,Google Play,good
ae4bc455-8a8d-4553-8350-3176b886f791,ቸርነት ገበየሁ,Negative,0.7851,Other,Other,5,2026-03-12,CBE,Google Play,ቸርነት ገበየሁ
d3bf6272-b74b-45f3-9261-f5d331c5eae2,"False advertising regarding Virtual Mastercard/Visa 😓😢😓 The latest update claims to support Mastercard and Visa cards, but this is completely false. The features are either missing or do not work at all. It is shameful for a leading bank to mislead its customers with ""new features"" that aren't actually available. Fix the bugs or stop making false promises.",Negative,0.9997,Transaction performance,Transaction performance|UI & experience|Customer support,1,2026-03-12,CBE,Google Play,false advertising regarding virtual mastercard visa latest update claim support mastercard visa card completely false feature either missing work shameful leading bank mislead customer new feature actually available fix bug stop making false promise
17562f10-588a-4363-9a2c-527b60a47aa5,good,Positive,0.9998,Other,Other,5,2026-03-12,CBE,Google Play,good
d540a1ee-a4e1-453c-a4e9-0583ae6376da,thanks for my custom,Positive,0.9996,Other,Other,5,2026-03-12,CBE,Google Play,thanks custom
03d3a52d-d0c3-42ee-b80a-411a058eaa0c,is good always not work not access.,Positive,0.784,Other,Other,2,2026-03-11,CBE,Google Play,good always work access
5a29f4f0-5e87-4ef2-8000-c5d991f477e3,perfect 👌,Positive,0.9998,Other,Other,5,2026-03-11,CBE,Google Play,perfect
f94ae1d1-0e5a-4836-9974-b29c66bfe798,Baankiin Daldala Itoophiyaa nuuf qabeenya guddaa tahuu hin dagatinaa Mata duree ykn Handhuura baankii hundaati,Negative,0.9954,Other,Other,5,2026-03-11,CBE,Google Play,baankiin daldala itoophiyaa nuuf qabeenya guddaa tahuu hin dagatinaa mata duree ykn handhuura baankii hundaati
d66d8a61-7a92-4eba-9581-9a2a91c950a2,The worst Application,Negative,0.9998,Other,Other,1,2026-03-10,CBE,Google Play,worst application
4b839610-25c4-427b-8a2b-66925d497e3e,keepup the good work thanks,Positive,0.9999,Other,Other,5,2026-03-10,CBE,Google Play,keepup good work thanks
53d58ade-24f6-4894-a788-4ac2036594a3,it good,Positive,0.9998,Other,Other,5,2026-03-10,CBE,Google Play,good
8195a0a9-d25d-4974-909e-3c99a3968899,loved,Positive,0.9999,Other,Other,5,2026-03-10,CBE,Google Play,loved
cff12d26-6d7d-49ef-be12-83d9dff325ce,❤,Negative,0.6971,Other,Other,5,2026-03-10,CBE,Google Play,
9cee5834-00d7-4215-a5a3-15a4822b0502,dashing Bank,Positive,0.9984,Other,Other,5,2026-03-10,CBE,Google Play,dashing bank
87815dd4-0bf8-4956-b2a5-6776ffae9785,good,Positive,0.9998,Other,Other,5,2026-03-09,CBE,Google Play,good
32933f5d-410e-4750-91d9-0f1fa106fc37,exellent app!!!!!,Neutral,0.586,Other,Other,5,2026-03-09,CBE,Google Play,exellent app
1934266d-d352-4231-b910-d8449631c31a,it's good,Positive,0.9998,Other,Other,3,2026-03-09,CBE,Google Play,good
c6885e9d-715b-4b84-bf1c-ad701607bcb7,easy to use,Positive,0.9989,UI & experience,UI & experience,5,2026-03-09,CBE,Google Play,easy use
5eaa3d58-f4b6-47ba-a046-8a21b8106f39,good,Positive,0.9998,Other,Other,5,2026-03-09,CBE,Google Play,good
631a6a75-2a40-4963-b622-d357cc000e2b,Very Good service,Positive,0.9999,Other,Other,5,2026-03-09,CBE,Google Play,good service
d532a2f5-172b-43bf-a092-8bf4b5bf5a96,The most dictator app in the banking industry. you beg for your own amount.,Negative,0.9865,Other,Other,1,2026-03-09,CBE,Google Play,dictator app banking industry beg amount
ef1bf0f5-48d9-4350-ac00-d6a869215e10,Very good,Positive,0.9999,Other,Other,5,2026-03-08,CBE,Google Play,good
e005191d-4f71-4d4b-92f8-bedfe518b39a,ጥሩ ነው,Negative,0.7851,Other,Other,5,2026-03-08,CBE,Google Play,
661c07dd-cdb7-4fc4-9297-8866e44a88fa,ቀርፋፋ ነዉ,Negative,0.7851,Other,Other,2,2026-03-08,CBE,Google Play,ቀርፋፋ
933be3e4-0277-43b0-b2a6-42a8d4fd0e40,their is no option to write the code and it is not functioning and i can't find the setting,Negative,0.9998,Other,Other,1,2026-03-07,CBE,Google Play,option write code functioning find setting
72504a75-77cb-4e25-bc41-f5cff3cbe434,I like it,Positive,0.9999,Other,Other,4,2026-03-07,CBE,Google Play,like
506a2f7d-7c4a-44d0-9199-4dfbfcb7d75a,slowing on connection.,Negative,0.9925,Transaction performance,Transaction performance,3,2026-03-07,CBE,Google Play,slowing connection
35a3c266-b58e-4e04-a10a-248047bef50e,please release an app which can work for all android versions.,Positive,0.8181,Other,Other,1,2026-03-07,CBE,Google Play,please release app work android version
8a707545-3f2f-440d-89e5-2c1a25415db0,"The previous application is good, but currently, after updating the application, everything is not working properly.",Negative,0.9993,Other,Other,1,2026-03-07,CBE,Google Play,previous application good currently updating application everything working properly
70c8eaa1-4c93-4bc4-b313-4bb3751cddce,first bank itoophiyaa nigd bank,Negative,0.9822,Other,Other,5,2026-03-06,CBE,Google Play,first bank itoophiyaa nigd bank
2f66c188-05de-4639-9ecd-c382d5d8c474,Good,Positive,0.9998,Other,Other,5,2026-03-06,CBE,Google Play,good
61cb808d-3b92-42e5-9c51-e3816df824ea,heddu gaalatoma,Negative,0.8927,Other,Other,5,2026-03-06,CBE,Google Play,heddu gaalatoma
e1b078ee-9cac-4cea-abb1-78b872f63abd,"Did you know that if you open and hide your balance amount, it's font size will grow untill you can make it grow anymore because the Eye thingy will disappear (😭😭🫠)",Negative,0.9987,Other,Other,4,2026-03-06,CBE,Google Play,know open hide balance amount font size grow untill make grow anymore eye thingy disappear
64fed105-2213-4ce7-8117-ae6339a1ec93,this is best app,Positive,0.9996,Other,Other,4,2026-03-06,CBE,Google Play,best app
24edd5be-9ae0-4aa7-9082-d2a6b117fb89,"sometimes it shows ""the app is not configured to the latest"" message. Version 5.2 4",Negative,0.9978,Other,Other,3,2026-03-06,CBE,Google Play,sometimes show app configured latest message version
6558fb91-8665-410b-8b6d-4dfee1beea9a,"Due to app version is to long ,this app is more lost money for new phone,im sory the new CBE app developper!",Negative,0.9991,Other,Other,1,2026-03-06,CBE,Google Play,due app version long app lost money new phone sory new cbe app developper
968b61f3-9f6c-4e7f-bf4b-317121b29ab5,I am using most of my financial things smoothly.,Positive,0.9986,Other,Other,5,2026-03-05,CBE,Google Play,using financial thing smoothly
5b3da6d9-1bd0-4dba-a34e-5e4ada010977,good,Positive,0.9998,Other,Other,4,2026-03-05,CBE,Google Play,good
b17b0bf9-216c-41c7-9691-11386bdddc82,Nice,Positive,0.9999,Other,Other,5,2026-03-05,CBE,Google Play,nice
417625fc-a61a-4628-86d9-1f87a1e961ad,ወደ ቴሌ ለማስተላለፍ ዕምብ አለ,Negative,0.8832,Other,Other,5,2026-03-05,CBE,Google Play,ለማስተላለፍ ዕምብ
3aac9f26-97ab-4d7d-b540-f1905936f630,nic,Positive,0.9977,Other,Other,5,2026-03-05,CBE,Google Play,nic
a4024628-1197-4aad-b9c8-9441627209c7,good,Positive,0.9998,Other,Other,5,2026-03-05,CBE,Google Play,good
18c6ab9a-39a1-44d2-95b0-cdc602e2da5f,Excellent app,Positive,0.9998,Other,Other,5,2026-03-05,CBE,Google Play,excellent app
5891ec0a-db7a-45bc-9f41-38b7073c401d,ok,Positive,0.9998,Other,Other,5,2026-03-05,CBE,Google Play,
354ac598-f933-4de0-8c69-b9a408b72eeb,I like this apk and also I can accessed it wel!,Positive,0.9989,Other,Other,5,2026-03-05,CBE,Google Play,like apk also accessed wel
035a4351-25ec-4ab9-a396-a069d673ac1c,This app is not working on samsung j6 devices this is not fair we can't afford to buy new devices so u have to make work on this devices to?,Negative,0.9995,Other,Other,1,2026-03-04,CBE,Google Play,app working samsung device fair afford buy new device make work device
a421682e-c42b-49be-b7cf-b4ce626dbfd0,best,Positive,0.9998,Other,Other,5,2026-03-04,CBE,Google Play,best
dabed99c-87c9-49bc-bf32-c0d7fb205ee0,it's very good apps I like it,Positive,0.9999,Other,Other,5,2026-03-04,CBE,Google Play,good apps like
6e90d496-9fe8-469a-bd7c-431615321a0b,Good work,Positive,0.9998,Other,Other,5,2026-03-04,CBE,Google Play,good work
cd638255-2fb3-4772-98f9-b90d8732dc05,"Good app, Thanks",Positive,0.9998,Other,Other,5,2026-03-04,CBE,Google Play,good app thanks
5338162f-86ba-47c8-ba55-8d8d57b169f8,my choice,Positive,0.9979,Other,Other,5,2026-03-04,CBE,Google Play,choice
446d14c5-2a58-49df-8035-dae42208656b,strong 💪,Positive,0.9998,Other,Other,5,2026-03-03,CBE,Google Play,strong
91c651cf-14a7-4105-b375-a8187c7aa118,Good,Positive,0.9998,Other,Other,5,2026-03-03,CBE,Google Play,good
27b5e7f8-5e56-425e-921b-8a6ea00fcf9d,Excellent,Positive,0.9998,Other,Other,5,2026-03-03,CBE,Google Play,excellent
08bff884-5d89-4d4d-9cd5-b2bf78dc8f58,Your app is not working for android version 8. pls make it available!!,Negative,0.9987,Other,Other,2,2026-03-03,CBE,Google Play,app working android version pls make available
147bd910-f362-43a7-996e-eb2376990dfa,I couldn't pay/transfer to my loan account. Would you mind updating your system?,Negative,0.9987,Transaction performance,Transaction performance,3,2026-03-03,CBE,Google Play,pay transfer loan account would mind updating system
d2faecf4-b1ac-461d-adf4-e667728c0dcc,it is good important applications gofowards cbe,Positive,0.9994,Other,Other,5,2026-03-03,CBE,Google Play,good important application gofowards cbe
7ce57cef-5b54-44f6-ab25-8f4c0b8af848,sestem esy,Neutral,0.5582,Other,Other,1,2026-03-03,CBE,Google Play,sestem esy
8ebf0798-a3bb-4833-862e-ca666c55e44d,account not raning,Negative,0.9609,Other,Other,5,2026-03-03,CBE,Google Play,account raning
9ce47c0e-6e5d-4f8d-ac3e-651ca01ba730,bergit koranibachihu fetan agelgilot eyagegnen new.....💪,Negative,0.943,Other,Other,5,2026-03-03,CBE,Google Play,bergit koranibachihu fetan agelgilot eyagegnen new
583c209c-b738-488b-9fe0-076e2f110101,bad,Negative,0.9998,Other,Other,1,2026-03-02,CBE,Google Play,bad
73111279-2f53-44a9-9a4c-711693a741cf,አጸልኬሺን,Negative,0.6971,Other,Other,1,2026-03-02,CBE,Google Play,አጸልኬሺን
8685e7b6-534e-4e6f-8429-f97e53a5a5f3,nic,Positive,0.9977,Other,Other,5,2026-03-02,CBE,Google Play,nic
70b3c701-7165-4e10-87f2-3279e7d1073f,"WOW, The bank I trust most",Positive,0.9994,Other,Other,5,2026-03-02,CBE,Google Play,wow bank trust
d48ae881-1b53-4ca0-ae7e-f2ad05036099,"I’m really glad you find the app useful, secure, and reliable.",Positive,0.9991,Other,Other,5,2026-03-02,CBE,Google Play,really glad find app useful secure reliable
bd05fabf-c681-40a8-b297-e27ece0315aa,wonderful,Positive,0.9999,Other,Other,5,2026-03-02,CBE,Google Play,wonderful
6425625d-ea42-4b89-8c89-5e930b4d41a7,good,Positive,0.9998,Other,Other,5,2026-03-02,CBE,Google Play,good
8bdda472-690d-4555-ae95-29bf53f06ab0,good application thanks very much,Positive,0.9999,Other,Other,5,2026-03-02,CBE,Google Play,good application thanks much
750f9413-bfdf-4902-bbd0-0a5248a5d031,very good,Positive,0.9999,Other,Other,5,2026-03-02,CBE,Google Play,good
4d23246a-2781-4dce-84fe-5ea53e104718,unbile to connect eyale aschegeren,Negative,0.9712,Other,Other,1,2026-03-01,CBE,Google Play,unbile connect eyale aschegeren
e4f949d7-036a-4135-876f-ac2ba8b31376,it doesn't work,Negative,0.9998,Other,Other,1,2026-03-01,CBE,Google Play,work
e632f2bd-6d85-48e7-8d58-39ea4c2c752c,CBE app is great app,Positive,0.9995,Other,Other,1,2026-03-01,CBE,Google Play,cbe app great app
68f17577-2272-4eca-95d4-67cf36a0c0a8,great,Positive,0.9999,Other,Other,5,2026-03-01,CBE,Google Play,great
9ae685eb-7c34-41dc-9e55-8b423e1ef14c,amazing and easy to use i buy it 💪💪💪,Positive,0.9999,UI & experience,UI & experience,5,2026-03-01,CBE,Google Play,amazing easy use buy
7cc14a71-ea8f-45c6-b37a-7c674a8f086e,very Good service,Positive,0.9999,Other,Other,5,2026-03-01,CBE,Google Play,good service
cfac8477-ef2c-4a3e-bfa6-ec3251c8ca14,302026 NDE,Negative,0.9874,Other,Other,3,2026-03-01,CBE,Google Play,nde
9a37b2dc-7a91-4913-b178-79a3ce3a37cb,As,Positive,0.8932,Other,Other,5,2026-02-28,CBE,Google Play,
5bae1b8b-c4eb-4763-aae9-54e07ce87be7,except some drawbacks it is an excellent app. e.g. it doesn't make a reciept for personal expenditures.,Positive,0.9908,Other,Other,4,2026-02-28,CBE,Google Play,except drawback excellent app make reciept personal expenditure
4fa9e16b-13e9-46cf-8a9c-6cbf8e7d028e,it is the worst app ever ...you can even generate a transaction statement,Negative,0.9998,Transaction performance,Transaction performance,1,2026-02-28,CBE,Google Play,worst app ever even generate transaction statement
7b1d7963-acfc-4119-91e8-0b995195f02c,very good,Positive,0.9999,Other,Other,5,2026-02-28,CBE,Google Play,good
ae545412-271a-4763-8925-5a6aa169e225,arifa nw gin dark mode chemrubeta,Negative,0.9934,Feature requests,Feature requests,4,2026-02-28,CBE,Google Play,arifa gin dark mode chemrubeta
0085877a-a239-42b3-8cb7-632605bd1982,one of the fastest mobile banking app.,Positive,0.9996,Other,Other,5,2026-02-27,CBE,Google Play,one fastest mobile banking app
14d83642-cb8f-4486-8730-a1ba63038423,Wow great apps thanks for your service👏,Positive,0.9997,Other,Other,5,2026-02-27,CBE,Google Play,wow great apps thanks service
903fddc0-7ae1-423f-b68e-aa3a42e694a6,fastest app,Positive,0.9992,Other,Other,5,2026-02-27,CBE,Google Play,fastest app
a47676b1-8ea7-4d8f-9877-3d9796fae7a1,ver 👍good,Negative,0.9394,Other,Other,5,2026-02-27,CBE,Google Play,ver good
7b49198a-739a-441e-a00d-b52ca66ac64d,nice,Positive,0.9999,Other,Other,5,2026-02-27,CBE,Google Play,nice
f66d792b-191a-4eab-be02-9ad474cb0c23,Impose for me as work by less network,Negative,0.995,Other,Other,2,2026-02-26,CBE,Google Play,impose work less network
0e108f89-0a9a-42c8-8e2b-690f5c0082e8,gooda,Positive,0.9998,Other,Other,5,2026-02-26,CBE,Google Play,gooda
f150218a-c5da-4af4-8b9f-7ca24ced6996,"The app is great, but I don't like the confirmation text showing my balance.",Negative,0.977,Other,Other,5,2026-02-26,CBE,Google Play,app great like confirmation text showing balance
07effce7-fddb-4d7f-9d5a-b91eb6604650,after the the recent update the app not responding.,Negative,0.9993,UI & experience,UI & experience,1,2026-02-26,CBE,Google Play,recent update app responding
001d3e34-6fd7-414b-9102-b3e880d9321a,"It is excellent app which perform very well. it is easier, secure and fast.",Positive,0.9998,Other,Other,5,2026-02-25,CBE,Google Play,excellent app perform well easier secure fast
82f06d37-df5b-4e43-b704-aaf6fc9ed307,not working without data,Positive,0.9954,Other,Other,4,2026-02-25,CBE,Google Play,working without data
431e90d5-e5d0-45a0-b2f7-0c90d908293f,The best application I have seen ever,Positive,0.9998,Other,Other,5,2026-02-25,CBE,Google Play,best application seen ever
24a0b8ed-a1ae-4797-baf7-5140b19e82c8,good expiriance love it,Positive,0.9999,Other,Other,5,2026-02-25,CBE,Google Play,good expiriance love
e272712e-ca1e-4368-b21c-2f0a0c8c3327,very good application i like it,Positive,0.9999,Other,Other,5,2026-02-25,CBE,Google Play,good application like
24e2ecce-2329-4a7b-91ad-a5e05f5a63e2,best,Positive,0.9998,Other,Other,5,2026-02-25,CBE,Google Play,best
d7ae39da-7273-483b-b404-8c2e612e02c7,it's just funny,Positive,0.9999,Other,Other,1,2026-02-25,CBE,Google Play,funny
88c6a7b6-c72c-4914-9359-a64b81145148,keep going on !,Positive,0.9996,Other,Other,3,2026-02-25,CBE,Google Play,keep going
1c547972-67eb-4aed-b1ae-ef8ceb65efad,"The last update has some serious issues. I can't even check my account balance, or see recent transactions, let alone make new transactions.",Negative,0.9995,Transaction performance,Transaction performance|UI & experience,1,2026-02-24,CBE,Google Play,last update serious issue even check account balance see recent transaction let alone make new transaction
61f8cb54-d6e0-4254-85d7-b6dc459814cf,abdiisss fayiisaa,Neutral,0.5491,Other,Other,5,2026-02-24,CBE,Google Play,abdiisss fayiisaa
81ec6e7e-331e-4e90-8f05-8cb7063ca5d8,woe nice ... To be continue,Negative,0.9441,Other,Other,4,2026-02-24,CBE,Google Play,woe nice continue
62201512-661f-4171-8208-5367b54d1741,በጣም የተመሰገነ አኘ,Negative,0.8337,Other,Other,5,2026-02-24,CBE,Google Play,በጣም የተመሰገነ
3631d2a5-91d5-43ec-82cb-df6a0b592a8f,ok,Positive,0.9998,Other,Other,5,2026-02-24,CBE,Google Play,
d39e1f3b-7b12-4686-98b7-fe0c02a6254a,I like is app,Positive,0.9988,Other,Other,5,2026-02-23,CBE,Google Play,like app
cf62c33d-8b06-4ac5-816a-9861c1e825a6,good,Positive,0.9998,Other,Other,5,2026-02-23,CBE,Google Play,good
